Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Label
141945.5,7.1,63.6,1.8325092620736545,1.8325092620736545,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,594.7,86.0,217.0,123.4914285714286,46.98859409828668,96.9,0.0999377965927124,5.5,15.577056267030702,66.45190705064138,2488.0724716553286,0.9,38.5,Benign
690438.5,8.2,64.0,12.351504897558907,12.351504897558907,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,465.3,74.6,100.9,88.15198412698412,10.192688048088336,80.3,0.005805492401123,5.5,13.267000974062006,14.414637674644675,131.56738391282437,0.9,38.5,Benign
126656.6,8.2,64.0,1.3883238440445296,1.3883238440445296,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,1585.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2060.4,240.8,932.0,494.1227380952381,308.95929151698186,249.3,0.1001143932342529,5.5,30.547583884486933,436.93442028449846,119871.3904726474,0.9,38.5,Benign
41286.1,6.0,64.0,0.7990437998567128,0.7990437998567128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,528.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1023.0,66.0,66.0,66.0,0.0,66.0,169469544.039254,13.5,11.489125293076055,0.0,0.0,0.0,244.6,Benign
410306.4,7.1,64.0,1.8502762251034448,1.8502762251034448,0.0,0.0,0.0,0.0,0.4,0.9,0.0,0.0,0.0,0.0,0.0,5297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1291.7,66.0,183.1,82.92520172165295,28.47594093580891,88.2,169470195.4452353,13.5,12.882182502525287,40.35391559059663,907.9091977746208,1.0,244.6,Benign
376531.9,6.0,64.0,1.3040633834246451,1.3040633834246451,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4872.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,413.0,66.0,85.6,74.0859126984127,8.827879205352309,76.0,7.550716400146484e-05,5.5,12.170054652624623,12.484506499200656,86.94219537351977,0.9,38.5,Benign
155818.0,6.0,64.0,0.7008970852498612,0.7008970852498612,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1976.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,364.6,66.0,67.0,66.1963492063492,0.3942715027791231,66.4,5.278587341308594e-05,5.5,11.50618899727986,0.5575841064874574,0.3126709498614261,0.5,38.5,Benign
87451.6,3.0,32.0,2.03414164661174,2.03414164661174,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,1125.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1181.1,48.0,123.0,76.82021507044728,22.13499675065316,61.3,169470417.15297332,13.5,12.397062695431364,31.362918690399244,492.61230759789817,1.0,244.6,Benign
33852.4,6.0,64.0,0.649229901340527,0.649229901340527,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,428.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1035.0,66.0,68.0,66.80252568381052,0.9675433721473012,66.0,169469543.9369823,13.5,11.559030935783763,1.3701717871783,0.9393825768694614,1.0,244.6,Benign
384825.3,7.1,64.0,1.2874831247548977,1.2874831247548977,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,4819.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1392.0,66.0,274.6,87.53108303289419,48.7607797323838,165.2,169470283.3913006,13.5,13.184399807761563,69.6135762615447,7450.333871178553,1.0,244.6,Benign
